Name,Description,Weight (kg),Regular price,Sale price,Categories,Size,Color,Brand
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.72,87,60.9,Sweatshirts/Fleece,M,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.8,87,60.9,Sweatshirts/Fleece,L,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.8,87,60.9,Sweatshirts/Fleece,L,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.8,87,60.9,Sweatshirts/Fleece,L,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.91,87,60.9,Sweatshirts/Fleece,XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.91,87,60.9,Sweatshirts/Fleece,XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.91,87,60.9,Sweatshirts/Fleece,XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.03,88.5,61.95,Sweatshirts/Fleece,2XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.03,88.5,61.95,Sweatshirts/Fleece,2XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.03,88.5,61.95,Sweatshirts/Fleece,2XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.23,91.5,64.05,Sweatshirts/Fleece,3XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.23,91.5,64.05,Sweatshirts/Fleece,3XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.23,91.5,64.05,Sweatshirts/Fleece,3XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.35,93,65.1,Sweatshirts/Fleece,4XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.35,93,65.1,Sweatshirts/Fleece,4XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.35,93,65.1,Sweatshirts/Fleece,4XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.43,78,54.6,Sweatshirts/Fleece,XS,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.43,78,54.6,Sweatshirts/Fleece,XS,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.43,78,54.6,Sweatshirts/Fleece,XS,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.49,78,54.6,Sweatshirts/Fleece,S,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.49,78,54.6,Sweatshirts/Fleece,S,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.49,78,54.6,Sweatshirts/Fleece,S,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.57,78,54.6,Sweatshirts/Fleece,M,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.57,78,54.6,Sweatshirts/Fleece,M,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.57,78,54.6,Sweatshirts/Fleece,M,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.65,78,54.6,Sweatshirts/Fleece,L,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.65,78,54.6,Sweatshirts/Fleece,L,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.65,78,54.6,Sweatshirts/Fleece,L,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.74,78,54.6,Sweatshirts/Fleece,XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.74,78,54.6,Sweatshirts/Fleece,XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.74,78,54.6,Sweatshirts/Fleece,XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.83,79.5,55.65,Sweatshirts/Fleece,2XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.83,79.5,55.65,Sweatshirts/Fleece,2XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.83,79.5,55.65,Sweatshirts/Fleece,2XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.02,82.5,57.75,Sweatshirts/Fleece,3XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.02,82.5,57.75,Sweatshirts/Fleece,3XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.02,82.5,57.75,Sweatshirts/Fleece,3XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.17,84,58.8,Sweatshirts/Fleece,4XL,Windsor Grey,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.17,84,58.8,Sweatshirts/Fleece,4XL,Deep Black,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,2.17,84,58.8,Sweatshirts/Fleece,4XL,Night Navy,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,0.98,60,42,Sweatshirts/Fleece,XS,Aegean Blue Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,0.98,60,42,Sweatshirts/Fleece,XS,Black Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,0.98,60,42,Sweatshirts/Fleece,XS,Navy Blazer Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,0.98,60,42,Sweatshirts/Fleece,XS,Pine Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,0.98,60,42,Sweatshirts/Fleece,XS,Windsor Grey Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.04,60,42,Sweatshirts/Fleece,S,Windsor Grey Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.04,60,42,Sweatshirts/Fleece,S,Pine Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.04,60,42,Sweatshirts/Fleece,S,Navy Blazer Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.04,60,42,Sweatshirts/Fleece,S,Black Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.04,60,42,Sweatshirts/Fleece,S,Aegean Blue Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.09,60,42,Sweatshirts/Fleece,M,Black Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.09,60,42,Sweatshirts/Fleece,M,Aegean Blue Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.09,60,42,Sweatshirts/Fleece,M,Navy Blazer Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.09,60,42,Sweatshirts/Fleece,M,Pine Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.09,60,42,Sweatshirts/Fleece,M,Windsor Grey Heather,Brooks Brothers
District® Very Important Tee®. DT6000,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckTear-away labelShoulder to shoulder tapingDue to the nature of 50/50 cotton/polyester fabrics special care must be taken throughout the printing process. ,1.14,60,42,Sweatshirts/Fleece,L,Windsor Grey Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.14,60,42,Sweatshirts/Fleece,L,Pine Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.14,60,42,Sweatshirts/Fleece,L,Navy Blazer Heather,Brooks Brothers
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,1.14,60,42,Sweatshirts/Fleece,L,Aegean Blue Heather,Brooks Brothers
